|--------------------|-------|
|criticise           |      1|
|--------------------|-------|
|criticising         |      1|
|--------------------|-------|
|croatia             |      1|
|--------------------|-------|
|croats              |      1|
|--------------------|-------|
|croce               |      1|
|--------------------|-------|
|crocetti            |      1|
|--------------------|-------|
|crocodilian         |      1|
|--------------------|-------|
|cronauer            |      1|
|--------------------|-------|
|crop                |      1|
|--------------------|-------|
|cropping            |      1|
|--------------------|-------|
|crossbeam           |      1|
|--------------------|-------|
|crosse              |      1|
|--------------------|-------|
|crosshairs          |      1|
|--------------------|-------|
|crossings           |      1|
|--------------------|-------|
|crowded             |      1|
|--------------------|-------|
|crowns              |      1|
|--------------------|-------|
|crowther            |      1|
|--------------------|-------|
|crs                 |      1|
|--------------------|-------|
|crt                 |      1|
|--------------------|-------|
|crucifying          |      1|
|--------------------|-------|
|crude               |      1|
|--------------------|-------|
|crumble             |      1|
|--------------------|-------|
|crusade             |      1|
|--------------------|-------|
|crush               |      1|
|--------------------|-------|
|crushed             |      1|
|--------------------|-------|
|crushing            |      1|
|--------------------|-------|
|crust               |      1|
|--------------------|-------|
|crusty              |      1|
|--------------------|-------|
|cruveilhier         |      1|
|--------------------|-------|
|cry                 |      1|
|--------------------|-------|
|crypt               |      1|
|--------------------|-------|
|cryptic             |      1|
|--------------------|-------|
|cryptically         |      1|
|--------------------|-------|
|crystallization     |      1|
|--------------------|-------|
|crystallography     |      1|
|--------------------|-------|
|csc                 |      1|
|--------------------|-------|
|csf                 |      1|
|--------------------|-------|
|cslc                |      1|
|--------------------|-------|
|csx                 |      1|
|--------------------|-------|
|cubewanos           |      1|
|--------------------|-------|
|cubi                |      1|
|--------------------|-------|
|cubism              |      1|
|--------------------|-------|
|cuckfield           |      1|
|--------------------|-------|
|cue                 |      1|
|--------------------|-------|
|cuisin              |      1|
|--------------------|-------|
|cuju                |      1|
|--------------------|-------|
|culberson           |      1|
|--------------------|-------|
|culpa               |      1|
|--------------------|-------|
|cumae               |      1|
|--------------------|-------|
|cumulatively        |      1|
|--------------------|-------|
|cunningham          |      1|
|--------------------|-------|
|cuny                |      1|
|--------------------|-------|
|cupola              |      1|
|--------------------|-------|
|cupro               |      1|
|--------------------|-------|
|curable             |      1|
|--------------------|-------|
|curator             |      1|
|--------------------|-------|
|curators            |      1|
|--------------------|-------|
|curcio              |      1|
|--------------------|-------|
|curiales            |      1|
|--------------------|-------|
|curl                |      1|
|--------------------|-------|
|curricula           |      1|
|--------------------|-------|
|curse               |      1|
|--------------------|-------|
|curtail             |      1|
|--------------------|-------|
|cusa                |      1|
|--------------------|-------|
|cusset              |      1|
|--------------------|-------|
|custer              |      1|
|--------------------|-------|
|custody             |      1|
|--------------------|-------|
|customize           |      1|
|--------------------|-------|
|customized          |      1|
|--------------------|-------|
|cutscenes           |      1|
|--------------------|-------|
|cutthroat           |      1|
|--------------------|-------|
|cuttlefish          |      1|
|--------------------|-------|
|cuvier              |      1|
|--------------------|-------|
|cvsup               |      1|
|--------------------|-------|
|cw                  |      1|
|--------------------|-------|
|cyanide             |      1|
|--------------------|-------|
|cybercop            |      1|
|--------------------|-------|
|cycads              |      1|
|--------------------|-------|
|cyclo               |      1|
|--------------------|-------|
|cyclones            |      1|
|--------------------|-------|
|cyclonic            |      1|
|--------------------|-------|
|cynicism            |      1|
|--------------------|-------|
|cypress             |      1|
|--------------------|-------|
|cypriot             |      1|
|--------------------|-------|
|cypriots            |      1|
|--------------------|-------|
|cyrillic            |      1|
|--------------------|-------|
|cyrus               |      1|
|--------------------|-------|
|cystic              |      1|
|--------------------|-------|
|cytochrome          |      1|
|--------------------|-------|
|cytomegalovirus     |      1|
|--------------------|-------|
|cytoplasm           |      1|
|--------------------|-------|
|cytosine            |      1|
|--------------------|-------|
|cytotoxic           |      1|
|--------------------|-------|
|czapski             |      1|
|--------------------|-------|
|czarist             |      1|
|--------------------|-------|
|czechoslovak        |      1|
|--------------------|-------|
|czernicki           |      1|
|--------------------|-------|
|czw                 |      1|
|--------------------|-------|
|dabbling            |      1|
|--------------------|-------|
|dachshund           |      1|
|--------------------|-------|
|dad                 |      1|
|--------------------|-------|
|dadaism             |      1|
|--------------------|-------|
|daddy               |      1|
|--------------------|-------|
|dads                |      1|
|--------------------|-------|
|daemonibus          |      1|
|--------------------|-------|
|daemons             |      1|
|--------------------|-------|
|daggers             |      1|
|--------------------|-------|
|dah                 |      1|
|--------------------|-------|
|dahmane             |      1|
|--------------------|-------|
|daigh               |      1|
|--------------------|-------|
|daimler             |      1|
|--------------------|-------|
|dairy               |      1|
|--------------------|-------|
|dais                |      1|
|--------------------|-------|
|dakin               |      1|
|--------------------|-------|
|dal                 |      1|
|--------------------|-------|
|dalai               |      1|
|--------------------|-------|
|dalnego             |      1|
|--------------------|-------|
|dalton              |      1|
|--------------------|-------|
|damaraland          |      1|
|--------------------|-------|
|damasus             |      1|
|--------------------|-------|
|damnation           |      1|
|--------------------|-------|
|damned              |      1|
|--------------------|-------|
|damon               |      1|
|--------------------|-------|
|dampens             |      1|
|--------------------|-------|
|dances              |      1|
|--------------------|-------|
|danes               |      1|
|--------------------|-------|
|daniels             |      1|
|--------------------|-------|
|danielsen           |      1|
|--------------------|-------|
|dann                |      1|
|--------------------|-------|
|danone              |      1|
|--------------------|-------|
|dante               |      1|
|--------------------|-------|
|danticat            |      1|
|--------------------|-------|
|danubian            |      1|
|--------------------|-------|
|dard                |      1|
|--------------------|-------|
|dardanelles         |      1|
|--------------------|-------|
|dare                |      1|
|--------------------|-------|
|daring              |      1|
|--------------------|-------|
|darius              |      1|
|--------------------|-------|
|darja               |      1|
|--------------------|-------|
|darkened            |      1|
|--------------------|-------|
|darkens             |      1|
|--------------------|-------|
|darkhawk            |      1|
|--------------------|-------|
|darkly              |      1|
|--------------------|-------|
|darling             |      1|
|--------------------|-------|
|darren              |      1|
|--------------------|-------|
|dartford            |      1|
|--------------------|-------|
|darwinian           |      1|
|--------------------|-------|
|darwinism           |      1|
|--------------------|-------|
|das                 |      1|
|--------------------|-------|
|databases           |      1|
|--------------------|-------|
|datta               |      1|
|--------------------|-------|
|dauphins            |      1|
|--------------------|-------|
|davenport           |      1|
|--------------------|-------|
|davey               |      1|
|--------------------|-------|
|davidsonian         |      1|
|--------------------|-------|
|davie               |      1|
|--------------------|-------|
|dawbin              |      1|
|--------------------|-------|
|dawkins             |      1|
|--------------------|-------|
|dawning             |      1|
|--------------------|-------|
|daylight            |      1|
|--------------------|-------|
|ddg                 |      1|
|--------------------|-------|
|deacetylase         |      1|
|--------------------|-------|
|deacons             |      1|
|--------------------|-------|
|deadbeat            |      1|
|--------------------|-------|
|dealership          |      1|
|--------------------|-------|
|dealerships         |      1|
|--------------------|-------|
|dean                |      1|
|--------------------|-------|
|deandrea            |      1|
|--------------------|-------|
|dear                |      1|
|--------------------|-------|
|dearth              |      1|
|--------------------|-------|
|debacle             |      1|
|--------------------|-------|
|debating            |      1|
|--------------------|-------|
|debauchery          |      1|
|--------------------|-------|
|debussy             |      1|
|--------------------|-------|
|debuted             |      1|
|--------------------|-------|
|decapitation        |      1|
|--------------------|-------|
|decayed             |      1|
|--------------------|-------|
|decaying            |      1|
|--------------------|-------|
|decency             |      1|
|--------------------|-------|
|decentralized       |      1|
|--------------------|-------|
|decimated           |      1|
|--------------------|-------|
|decimating          |      1|
|--------------------|-------|
|decimation          |      1|
|--------------------|-------|
|deciphering         |      1|
|--------------------|-------|
|decisis             |      1|
|--------------------|-------|
|declamatory         |      1|
|--------------------|-------|
|declarations        |      1|
|--------------------|-------|
|declares            |      1|
|--------------------|-------|
|declension          |      1|
|--------------------|-------|
|declinations        |      1|
|--------------------|-------|
|declines            |      1|
|--------------------|-------|
|deco                |      1|
|--------------------|-------|
|decoded             |      1|
|--------------------|-------|
|decodes             |      1|
|--------------------|-------|
|decolonization      |      1|
|--------------------|-------|
|decomposing         |      1|
|--------------------|-------|
|deconstruction      |      1|
|--------------------|-------|
|decor               |      1|
|--------------------|-------|
|decoratively        |      1|
|--------------------|-------|
|decorous            |      1|
|--------------------|-------|
|decoyed             |      1|
|--------------------|-------|
|decreed             |      1|
|--------------------|-------|
|decrees             |      1|
|--------------------|-------|
|decrepit            |      1|
|--------------------|-------|
|decrypted           |      1|
|--------------------|-------|
|dedicates           |      1|
|--------------------|-------|
|dedicatory          |      1|
|--------------------|-------|
|dediticii           |      1|
|--------------------|-------|
|deduces             |      1|
|--------------------|-------|
|deductive           |      1|
|--------------------|-------|
|dee                 |      1|
|--------------------|-------|
|deedes              |      1|
|--------------------|-------|
|deepen              |      1|
|--------------------|-------|
|deepening           |      1|
|--------------------|-------|
|deepens             |      1|
|--------------------|-------|
|deepest             |      1|
|--------------------|-------|
|deer                |      1|
|--------------------|-------|
|defect              |      1|
|--------------------|-------|
|defectiveness       |      1|
|--------------------|-------|
|defendant           |      1|
|--------------------|-------|
|defender            |      1|
|--------------------|-------|
|defensible          |      1|
|--------------------|-------|
|defiance            |      1|
|--------------------|-------|
|defies              |      1|
|--------------------|-------|
|definiteness        |      1|
|--------------------|-------|
|deflagration        |      1|
|--------------------|-------|
|deflated            |      1|
|--------------------|-------|
|deflation           |      1|
|--------------------|-------|
|deflect             |      1|
|--------------------|-------|
|deflection          |      1|
|--------------------|-------|
|deform              |      1|
|--------------------|-------|
|deformation         |      1|
|--------------------|-------|
|degenerates         |      1|
|--------------------|-------|
|degeneration        |      1|
|--------------------|-------|
|degenerative        |      1|
|--------------------|-------|
|degollado           |      1|
|--------------------|-------|
|degrade             |      1|
|--------------------|-------|
|dehmelt             |      1|
|--------------------|-------|
|dehumanize          |      1|
|--------------------|-------|
|dehydrate           |      1|
|--------------------|-------|
|deinonychus         |      1|
|--------------------|-------|
|deirdre             |      1|
|--------------------|-------|
|deist               |      1|
|--------------------|-------|
|dekel               |      1|
|--------------------|-------|
|delambre            |      1|
|--------------------|-------|
|delamirie           |      1|
|--------------------|-------|
|delany              |      1|
|--------------------|-------|
|delegate            |      1|
|--------------------|-------|
|delegations         |      1|
|--------------------|-------|
|deleted             |      1|
|--------------------|-------|
|deleterious         |      1|
|--------------------|-------|
|deletions           |      1|
|--------------------|-------|
|deliberation        |      1|
|--------------------|-------|
|deliberative        |      1|
|--------------------|-------|
|delicacy            |      1|
|--------------------|-------|
|delicate            |      1|
|--------------------|-------|
|delicts             |      1|
|--------------------|-------|
|delineator          |      1|
|--------------------|-------|
|deliorman           |      1|
|--------------------|-------|
|deliverence         |      1|
|--------------------|-------|
|delivers            |      1|
|--------------------|-------|
|dell                |      1|
|--------------------|-------|
|delmarva            |      1|
|--------------------|-------|
|delovely            |      1|
|--------------------|-------|
|delphine            |      1|
|--------------------|-------|
|delves              |      1|
|--------------------|-------|
|dem                 |      1|
|--------------------|-------|
|demeaning           |      1|
|--------------------|-------|
|demilitarized       |      1|
|--------------------|-------|
|democracia          |      1|
|--------------------|-------|
|democracies         |      1|
|--------------------|-------|
|democritean         |      1|
|--------------------|-------|
|democritus          |      1|
|--------------------|-------|
|demographic         |      1|
|--------------------|-------|
|demolishing         |      1|
|--------------------|-------|
|demolition          |      1|
|--------------------|-------|
|demonization        |      1|
|--------------------|-------|
|demonology          |      1|
|--------------------|-------|
|demonstrable        |      1|
|--------------------|-------|
|demonstrably        |      1|
|--------------------|-------|
|demonstrative       |      1|
|--------------------|-------|
|demoralize          |      1|
|--------------------|-------|
|demoralizing        |      1|
|--------------------|-------|
|demotion            |      1|
|--------------------|-------|
|demyelination       |      1|
|--------------------|-------|
|deneys              |      1|
|--------------------|-------|
|denezhny            |      1|
|--------------------|-------|
|deng                |      1|
|--------------------|-------|
|denials             |      1|
|--------------------|-------|
|denise              |      1|
|--------------------|-------|
|denistoun           |      1|
|--------------------|-------|
|dennis              |      1|
|--------------------|-------|
|denominated         |      1|
|--------------------|-------|
|denoting            |      1|
|--------------------|-------|
|densest             |      1|
|--------------------|-------|
|dent                |      1|
|--------------------|-------|
|denver              |      1|
|--------------------|-------|
|deoxyribonucleic    |      1|
|--------------------|-------|
|departed            |      1|
|--------------------|-------|
|dependable          |      1|
|--------------------|-------|
|dependencies        |      1|
|--------------------|-------|
|dependents          |      1|
|--------------------|-------|
|depiction           |      1|
|--------------------|-------|
|depicts             |      1|
|--------------------|-------|
|depleting           |      1|
|--------------------|-------|
|depletion           |      1|
|--------------------|-------|
|deploy              |      1|
|--------------------|-------|
|deployments         |      1|
|--------------------|-------|
|depopulated         |      1|
|--------------------|-------|
|deportation         |      1|
|--------------------|-------|
|deported            |      1|
|--------------------|-------|
|deposited           |      1|
|--------------------|-------|
|depot               |      1|
|--------------------|-------|
|depress             |      1|
|--------------------|-------|
|deprive             |      1|
|--------------------|-------|
|deprived            |      1|
|--------------------|-------|
|deputation          |      1|
|--------------------|-------|
|deputy              |      1|
|--------------------|-------|
|dera                |      1|
|--------------------|-------|
|derailed            |      1|
|--------------------|-------|
|derailment          |      1|
|--------------------|-------|
|deregulation        |      1|
|--------------------|-------|
|derided             |      1|
|--------------------|-------|
|derivation          |      1|
|--------------------|-------|
|deriving            |      1|
|--------------------|-------|
|derogatory          |      1|
|--------------------|-------|
|derrida             |      1|
|--------------------|-------|
|derry               |      1|
|--------------------|-------|
|dert                |      1|
|--------------------|-------|
|dervishes           |      1|
|--------------------|-------|
|desalinated         |      1|
|--------------------|-------|
|desc                |      1|
|--------------------|-------|
|descartes           |      1|
|--------------------|-------|
|descend             |      1|
|--------------------|-------|
|descends            |      1|
|--------------------|-------|
|descriptivist       |      1|
|--------------------|-------|
|deselected          |      1|
|--------------------|-------|
|deserted            |      1|
|--------------------|-------|
|desertion           |      1|
|--------------------|-------|
|desertions          |      1|
|--------------------|-------|
|deserts             |      1|
|--------------------|-------|
|desiccant           |      1|
|--------------------|-------|
|desiccants          |      1|
|--------------------|-------|
|desiderius          |      1|
|--------------------|-------|
|designates          |      1|
|--------------------|-------|
|desmond             |      1|
|--------------------|-------|
|desolate            |      1|
|--------------------|-------|
|despiau             |      1|
|--------------------|-------|
|despicable          |      1|
|--------------------|-------|
|despot              |      1|
|--------------------|-------|
|dessalines          |      1|
|--------------------|-------|
|destabilise         |      1|
|--------------------|-------|
|destabilises        |      1|
|--------------------|-------|
|destabilizing       |      1|
|--------------------|-------|
|destitute           |      1|
|--------------------|-------|
|destrehan           |      1|
|--------------------|-------|
|destroys            |      1|
|--------------------|-------|
|destviya            |      1|
|--------------------|-------|
|det                 |      1|
|--------------------|-------|
|detach              |      1|
|--------------------|-------|
|detachment          |      1|
|--------------------|-------|
|detachments         |      1|
|--------------------|-------|
|detectives          |      1|
|--------------------|-------|
|detector            |      1|
|--------------------|-------|
|detectors           |      1|
|--------------------|-------|
|deter               |      1|
|--------------------|-------|
|determinant         |      1|
|--------------------|-------|
|determiners         |      1|
|--------------------|-------|
|determinism         |      1|
|--------------------|-------|
|dethrone            |      1|
|--------------------|-------|
|dethroned           |      1|
|--------------------|-------|
|deubner             |      1|
|--------------------|-------|
|deutero             |      1|
|--------------------|-------|
|deuteronomist       |      1|
|--------------------|-------|
|deutsche            |      1|
|--------------------|-------|
|dev                 |      1|
|--------------------|-------|
|devaluation         |      1|
|--------------------|-------|
|devalued            |      1|
|--------------------|-------|
|devan               |      1|
|--------------------|-------|
|devas               |      1|
|--------------------|-------|
|devastate           |      1|
|--------------------|-------|
|dever               |      1|
|--------------------|-------|
|deviate             |      1|
|--------------------|-------|
|deviates            |      1|
|--------------------|-------|
|devoid              |      1|
|--------------------|-------|
|devolved            |      1|
|--------------------|-------|
|devoting            |      1|
|--------------------|-------|
|devotions           |      1|
|--------------------|-------|
|dewey               |      1|
|--------------------|-------|
|dextrous            |      1|
|--------------------|-------|
|dgvn                |      1|
|--------------------|-------|
|dharm               |      1|
|--------------------|-------|
|dhrupad             |      1|
|--------------------|-------|
|dhruva              |      1|
|--------------------|-------|
|dhtml               |      1|
|--------------------|-------|
|dia                 |      1|
|--------------------|-------|
|diacetylene         |      1|
|--------------------|-------|
|diagnose            |      1|
|--------------------|-------|
|diagnoses           |      1|
|--------------------|-------|
|diagnosing          |      1|
|--------------------|-------|
|diagnostic          |      1|
|--------------------|-------|
|diagoras            |      1|
|--------------------|-------|
|dialectically       |      1|
|--------------------|-------|
|dialog              |      1|
|--------------------|-------|
|dialogues           |      1|
|--------------------|-------|
|diapirs             |      1|
|--------------------|-------|
|diaries             |      1|
|--------------------|-------|
|diarist             |      1|
|--------------------|-------|
|diatessaron         |      1|
|--------------------|-------|
|dib                 |      1|
|--------------------|-------|
|dichotomy           |      1|
|--------------------|-------|
|dicis               |      1|
|--------------------|-------|
|dick                |      1|
|--------------------|-------|
|dickens             |      1|
|--------------------|-------|
|dickson             |      1|
|--------------------|-------|
|dictate             |      1|
|--------------------|-------|
|dictates            |      1|
|--------------------|-------|
|dictation           |      1|
|--------------------|-------|
|dictator            |      1|
|--------------------|-------|
|dictatorial         |      1|
|--------------------|-------|
|dictators           |      1|
|--------------------|-------|
|diction             |      1|
|--------------------|-------|
|dienne              |      1|
|--------------------|-------|
|dieudonn            |      1|
|--------------------|-------|
|diff                |      1|
|--------------------|-------|
|differentia         |      1|
|--------------------|-------|
|digest              |      1|
|--------------------|-------|
|digitigrade         |      1|
|--------------------|-------|
|digs                |      1|
|--------------------|-------|
|dihybrid            |      1|
|--------------------|-------|
|dik                 |      1|
|--------------------|-------|
|dil                 |      1|
|--------------------|-------|
|dilachar            |      1|
|--------------------|-------|
|dilemmas            |      1|
|--------------------|-------|
|dili                |      1|
|--------------------|-------|
|dillon              |      1|
|--------------------|-------|
|diluted             |      1|
|--------------------|-------|
|diminishes          |      1|
|--------------------|-------|
|diminutive          |      1|
|--------------------|-------|
|dimmed              |      1|
|--------------------|-------|
|dimness             |      1|
|--------------------|-------|
|dimorphic           |      1|
|--------------------|-------|
|dinamo              |      1|
|--------------------|-------|
|dinant              |      1|
|--------------------|-------|
|dinard              |      1|
|--------------------|-------|
|dinger              |      1|
|--------------------|-------|
|dini                |      1|
|--------------------|-------|
|dinler              |      1|
|--------------------|-------|
|diphthong           |      1|
|--------------------|-------|
|diphthongs          |      1|
|--------------------|-------|
|diploma             |      1|
|--------------------|-------|
|diplomat            |      1|
|--------------------|-------|
|diplomats           |      1|
|--------------------|-------|
|diplopia            |      1|
|--------------------|-------|
|dipped              |      1|
|--------------------|-------|
|diptychus           |      1|
|--------------------|-------|
|directable          |      1|
|--------------------|-------|
|directing           |      1|
|--------------------|-------|
|directionsthe       |      1|
|--------------------|-------|
|directive           |      1|
|--------------------|-------|
|dirigeables         |      1|
|--------------------|-------|
|dirigir             |      1|
|--------------------|-------|
|dirtier             |      1|
|--------------------|-------|
|disabilities        |      1|
|--------------------|-------|
|disable             |      1|
|--------------------|-------|
|disabled            |      1|
|--------------------|-------|
|disabling           |      1|
|--------------------|-------|
|disadvantaged       |      1|
|--------------------|-------|
|disagreements       |      1|
|--------------------|-------|
|disallow            |      1|
|--------------------|-------|
|disappearance       |      1|
|--------------------|-------|
|disappearing        |      1|
|--------------------|-------|
|disappears          |      1|
|--------------------|-------|
|disappointed        |      1|
|--------------------|-------|
|disapproval         |      1|
|--------------------|-------|
|disarray            |      1|
|--------------------|-------|
|disassembled        |      1|
|--------------------|-------|
|disavowed           |      1|
|--------------------|-------|
|disbarred           |      1|
|--------------------|-------|
|disbelieves         |      1|
|--------------------|-------|
|discard             |      1|
|--------------------|-------|
|discarding          |      1|
|--------------------|-------|
|discharges          |      1|
|--------------------|-------|
|disciplina          |      1|
|--------------------|-------|
|disciplinary        |      1|
|--------------------|-------|
|disclose            |      1|
|--------------------|-------|
|discomfort          |      1|
|--------------------|-------|
|discount            |      1|
|--------------------|-------|
|discounted          |      1|
|--------------------|-------|
|discounts           |      1|
|--------------------|-------|
|discovers           |      1|
|--------------------|-------|
|discrediting        |      1|
|--------------------|-------|
|discretionary       |      1|
|--------------------|-------|
|discriminating      |      1|
|--------------------|-------|
|discriminatory      |      1|
|--------------------|-------|
|disdain             |      1|
|--------------------|-------|
|disenchanted        |      1|
|--------------------|-------|
|disenfranchised     |      1|
|--------------------|-------|
|disenfranchisement  |      1|
|--------------------|-------|
|disfavor            |      1|
|--------------------|-------|
|disgorge            |      1|
|--------------------|-------|
|disgorged           |      1|
|--------------------|-------|
|disgruntled         |      1|
|--------------------|-------|
|disguises           |      1|
|--------------------|-------|
|dishwashing         |      1|
|--------------------|-------|
|disinclined         |      1|
|--------------------|-------|
|disinfect           |      1|
|--------------------|-------|
|disingenious        |      1|
|--------------------|-------|
|disintegrate        |      1|
|--------------------|-------|
|disintegration      |      1|
|--------------------|-------|
|disinterested       |      1|
|--------------------|-------|
|disinterment        |      1|
|--------------------|-------|
|disjoint            |      1|
|--------------------|-------|
|diskrete            |      1|
|--------------------|-------|
|dismantlement       |      1|
|--------------------|-------|
|dismantling         |      1|
|--------------------|-------|
|dismayed            |      1|
|--------------------|-------|
|dismemberment       |      1|
|--------------------|-------|
|dismissive          |      1|
|--------------------|-------|
|disobedience        |      1|
|--------------------|-------|
|disobediently       |      1|
|--------------------|-------|
|disobeyed           |      1|
|--------------------|-------|
|disobeying          |      1|
|--------------------|-------|
|disorder            |      1|
|--------------------|-------|
|disparaging         |      1|
|--------------------|-------|
|disparity           |      1|
|--------------------|-------|
|dispassionate       |      1|
|--------------------|-------|
|dispatches          |      1|
|--------------------|-------|
|dispensed           |      1|
|--------------------|-------|
|dispersal           |      1|
|--------------------|-------|
|disperses           |      1|
|--------------------|-------|
|dispersion          |      1|
|--------------------|-------|
|dispirited          |      1|
|--------------------|-------|
|displace            |      1|
|--------------------|-------|
|disposed            |      1|
|--------------------|-------|
|disposing           |      1|
|--------------------|-------|
|dispossess          |      1|
|--------------------|-------|
|dispossessed        |      1|
|--------------------|-------|
|disproportion       |      1|
|--------------------|-------|
|disproven           |      1|
|--------------------|-------|
|disqualified        |      1|
|--------------------|-------|
|disregarding        |      1|
|--------------------|-------|
|disreputable        |      1|
|--------------------|-------|
|disrupter           |      1|
|--------------------|-------|
|disruptions         |      1|
|--------------------|-------|
|disruptive          |      1|
|--------------------|-------|
|disrupts            |      1|
|--------------------|-------|
|dissatisfaction     |      1|
|--------------------|-------|
|disseminata         |      1|
|--------------------|-------|
|disseminating       |      1|
|--------------------|-------|
|dissension          |      1|
|--------------------|-------|
|dissent             |      1|
|--------------------|-------|
|dissenter           |      1|
|--------------------|-------|
|dissident           |      1|
|--------------------|-------|
|dissipate           |      1|
|--------------------|-------|
|dissipated          |      1|
|--------------------|-------|
|dissipates          |      1|
|--------------------|-------|
|dissipative         |      1|
|--------------------|-------|
|dissolve            |      1|
|--------------------|-------|
|dissolves           |      1|
|--------------------|-------|
|dissuaded           |      1|
|--------------------|-------|
|distasteful         |      1|
|--------------------|-------|
|distills            |      1|
|--------------------|-------|
|distinguishable     |      1|
|--------------------|-------|
|distortion          |      1|
|--------------------|-------|
|distraught          |      1|
|--------------------|-------|
|distressed          |      1|
|--------------------|-------|
|distrowatch         |      1|
|--------------------|-------|
|disulphide          |      1|
|--------------------|-------|
|dit                 |      1|
|--------------------|-------|
|diurnal             |      1|
|--------------------|-------|
|divan               |      1|
|--------------------|-------|
|diver               |      1|
|--------------------|-------|
|divers              |      1|
|--------------------|-------|
|diverting           |      1|
|--------------------|-------|
|divides             |      1|
|--------------------|-------|
|diviner             |      1|
|--------------------|-------|
|diving              |      1|
|--------------------|-------|
|divino              |      1|
|--------------------|-------|
|divorce             |      1|
|--------------------|-------|
|divorcing           |      1|
|--------------------|-------|
|diya                |      1|
|--------------------|-------|
|djaout              |      1|
|--------------------|-------|
|djebar              |      1|
|--------------------|-------|
|djyrgalan           |      1|
|--------------------|-------|
|dlc                 |      1|
|--------------------|-------|
|dmitrii             |      1|
|--------------------|-------|
|dmz                 |      1|
|--------------------|-------|
|dobr                |      1|
|--------------------|-------|
|docetaxel           |      1|
|--------------------|-------|
|docket              |      1|
|--------------------|-------|
|docklands           |      1|
|--------------------|-------|
|docta               |      1|
|--------------------|-------|
|documenting         |      1|
|--------------------|-------|
|dodd                |      1|
|--------------------|-------|
|dodging             |      1|
|--------------------|-------|
|dogma               |      1|
|--------------------|-------|
|dogmas              |      1|
|--------------------|-------|
|dogmatic            |      1|
|--------------------|-------|
|dogs                |      1|
|--------------------|-------|
|dolchsto            |      1|
|--------------------|-------|
|dole                |      1|
|--------------------|-------|
|dollar              |      1|
|--------------------|-------|
|dome                |      1|
|--------------------|-------|
|domenico            |      1|
|--------------------|-------|
|domes               |      1|
|--------------------|-------|
|domicile            |      1|
|--------------------|-------|
|domingue            |      1|
|--------------------|-------|
|dominicae           |      1|
|--------------------|-------|
|dominican           |      1|
|--------------------|-------|
|dominions           |      1|
|--------------------|-------|
|domitian            |      1|
|--------------------|-------|
|donaldson           |      1|
|--------------------|-------|
|donatello           |      1|
|--------------------|-------|
|donations           |      1|
|--------------------|-------|
|dong                |      1|
|--------------------|-------|
|doni                |      1|
|--------------------|-------|
|donkey              |      1|
|--------------------|-------|
|donnellan           |      1|
|--------------------|-------|
|donop               |      1|
|--------------------|-------|
|donor               |      1|
|--------------------|-------|
|doorman             |      1|
|--------------------|-------|
|doorstep            |      1|
|--------------------|-------|
|dope                |      1|
|--------------------|-------|
|dora                |      1|
|--------------------|-------|
|dorff               |      1|
|--------------------|-------|
|dorm                |      1|
|--------------------|-------|
|dorothy             |      1|
|--------------------|-------|
|dorrance            |      1|
|--------------------|-------|
|dorset              |      1|
|--------------------|-------|
|doryphoros          |      1|
|--------------------|-------|
|dos                 |      1|
|--------------------|-------|
|dosage              |      1|
|--------------------|-------|
|dostlar             |      1|
|--------------------|-------|
|dotted              |      1|
|--------------------|-------|
|doublespeak         |      1|
|--------------------|-------|
|doughnut            |      1|
|--------------------|-------|
|doused              |      1|
|--------------------|-------|
|dove                |      1|
|--------------------|-------|
|dowbor              |      1|
|--------------------|-------|
|dowd                |      1|
|--------------------|-------|
|downfall            |      1|
|--------------------|-------|
|downing             |      1|
|--------------------|-------|
|downloading         |      1|
|--------------------|-------|
|downside            |      1|
|--------------------|-------|
|downsides           |      1|
|--------------------|-------|
|downward            |      1|
|--------------------|-------|
|dra                 |      1|
|--------------------|-------|
|draco               |      1|
|--------------------|-------|
|drafting            |      1|
|--------------------|-------|
|drafts              |      1|
|--------------------|-------|
|dragging            |      1|
|--------------------|-------|
|dragunov            |      1|
|--------------------|-------|
|draining            |      1|
|--------------------|-------|
|dram                |      1|
|--------------------|-------|
|dramatics           |      1|
|--------------------|-------|
|dramatised          |      1|
|--------------------|-------|
|dramatist           |      1|
|--------------------|-------|
|drange              |      1|
|--------------------|-------|
|draugelis           |      1|
|--------------------|-------|
|drawbacks           |      1|
|--------------------|-------|
|dreadnought         |      1|
|--------------------|-------|
|dreamt              |      1|
|--------------------|-------|
|dribbling           |      1|
|--------------------|-------|
|driefontein         |      1|
|--------------------|-------|
|drifting            |      1|
|--------------------|-------|
|drill               |      1|
|--------------------|-------|
|drilled             |      1|
|--------------------|-------|
|dripps              |      1|
|--------------------|-------|
|dromaeosaurids      |      1|
|--------------------|-------|
|dropsy              |      1|
|--------------------|-------|
|drosophila          |      1|
|--------------------|-------|
|drudgery            |      1|
|--------------------|-------|
|druggist            |      1|
|--------------------|-------|
|drummers            |      1|
|--------------------|-------|
|druze               |      1|
|--------------------|-------|
|dryosaurus          |      1|
|--------------------|-------|
|ds                  |      1|
|--------------------|-------|
|dsg                 |      1|
|--------------------|-------|
|dte                 |      1|
|--------------------|-------|
|dual                |      1|
|--------------------|-------|
|dualism             |      1|
|--------------------|-------|
|duality             |      1|
|--------------------|-------|
|dubarry             |      1|
|--------------------|-------|
|dubia               |      1|
|--------------------|-------|
|dubislav            |      1|
|--------------------|-------|
|dubose              |      1|
